"lon","lat","tasmax_1"
182.8125,-89.375,248.590255737305
184.6875,-89.375,248.575714111328
186.5625,-89.375,248.5693359375
188.4375,-89.375,248.55940246582
190.3125,-89.375,248.636138916016
192.1875,-89.375,248.608169555664
194.0625,-89.375,248.611587524414
195.9375,-89.375,248.635330200195
197.8125,-89.375,248.655075073242
199.6875,-89.375,248.667709350586
201.5625,-89.375,248.717681884766
203.4375,-89.375,248.79069519043
205.3125,-89.375,248.821548461914
207.1875,-89.375,248.87255859375
209.0625,-89.375,248.914657592773
210.9375,-89.375,248.952896118164
212.8125,-89.375,248.972549438477
214.6875,-89.375,248.952743530273
216.5625,-89.375,249.017669677734
218.4375,-89.375,248.98095703125
220.3125,-89.375,248.983047485352
222.1875,-89.375,249.007675170898
224.0625,-89.375,248.967422485352
225.9375,-89.375,249.002639770508
227.8125,-89.375,248.996810913086
229.6875,-89.375,248.98876953125
231.5625,-89.375,248.984313964844
233.4375,-89.375,248.975067138672
235.3125,-89.375,248.976043701172
237.1875,-89.375,249.036270141602
239.0625,-89.375,249.017501831055
240.9375,-89.375,249.029815673828
242.8125,-89.375,249.048141479492
244.6875,-89.375,249.055923461914
246.5625,-89.375,249.057907104492
248.4375,-89.375,249.086517333984
250.3125,-89.375,249.116180419922
252.1875,-89.375,249.101760864258
254.0625,-89.375,249.119720458984
255.9375,-89.375,249.132171630859
257.8125,-89.375,249.151763916016
259.6875,-89.375,249.143356323242
261.5625,-89.375,249.151153564453
263.4375,-89.375,249.153457641602
265.3125,-89.375,249.188766479492
267.1875,-89.375,249.177322387695
269.0625,-89.375,249.198379516602
270.9375,-89.375,249.194091796875
272.8125,-89.375,249.207672119141
274.6875,-89.375,249.222427368164
276.5625,-89.375,249.218841552734
278.4375,-89.375,249.238250732422
280.3125,-89.375,249.221694946289
282.1875,-89.375,249.22932434082
284.0625,-89.375,249.236190795898
285.9375,-89.375,249.210052490234
287.8125,-89.375,249.222381591797
289.6875,-89.375,249.204849243164
291.5625,-89.375,249.158599853516
293.4375,-89.375,249.170867919922
295.3125,-89.375,249.178268432617
297.1875,-89.375,249.180130004883
299.0625,-89.375,249.171890258789
300.9375,-89.375,249.150695800781
302.8125,-89.375,249.159469604492
304.6875,-89.375,249.145080566406
306.5625,-89.375,249.116485595703
308.4375,-89.375,249.110260009766
310.3125,-89.375,249.116622924805
312.1875,-89.375,249.118362426758
314.0625,-89.375,249.084213256836
315.9375,-89.375,249.064651489258
317.8125,-89.375,249.04541015625
319.6875,-89.375,249.026718139648
321.5625,-89.375,249.013809204102
323.4375,-89.375,249.029388427734
325.3125,-89.375,248.988052368164
327.1875,-89.375,248.950485229492
329.0625,-89.375,248.98307800293
330.9375,-89.375,248.941802978516
332.8125,-89.375,248.923278808594
334.6875,-89.375,248.897888183594
336.5625,-89.375,248.908660888672
338.4375,-89.375,248.863739013672
340.3125,-89.375,248.875289916992
342.1875,-89.375,248.858749389648
344.0625,-89.375,248.859771728516
345.9375,-89.375,248.872909545898
347.8125,-89.375,248.84065246582
349.6875,-89.375,248.843643188477
351.5625,-89.375,248.831604003906
353.4375,-89.375,248.857009887695
355.3125,-89.375,248.844451904297
357.1875,-89.375,248.839447021484
359.0625,-89.375,248.857818603516
0.9375,-88.125,250.746032714844
2.8125,-88.125,250.672988891602
4.6875,-88.125,250.625137329102
6.5625,-88.125,250.59033203125
8.4375,-88.125,250.528915405273
10.3125,-88.125,250.397308349609
12.1875,-88.125,250.320159912109
14.0625,-88.125,250.19970703125
15.9375,-88.125,250.119613647461
17.8125,-88.125,250.061096191406
19.6875,-88.125,249.950286865234
21.5625,-88.125,249.894241333008
23.4375,-88.125,249.831970214844
25.3125,-88.125,249.73567199707
27.1875,-88.125,249.717559814453
29.0625,-88.125,249.637023925781
30.9375,-88.125,249.612258911133
32.8125,-88.125,249.58154296875
34.6875,-88.125,249.520599365234
36.5625,-88.125,249.449157714844
38.4375,-88.125,249.333831787109
40.3125,-88.125,249.245513916016
42.1875,-88.125,249.18196105957
44.0625,-88.125,249.184997558594
45.9375,-88.125,249.13508605957
47.8125,-88.125,249.096786499023
49.6875,-88.125,249.127838134766
51.5625,-88.125,249.174652099609
53.4375,-88.125,249.214324951172
55.3125,-88.125,249.25114440918
57.1875,-88.125,249.258270263672
59.0625,-88.125,249.290725708008
60.9375,-88.125,249.296737670898
62.8125,-88.125,249.305038452148
64.6875,-88.125,249.277374267578
66.5625,-88.125,249.253723144531
68.4375,-88.125,249.235168457031
70.3125,-88.125,249.213409423828
72.1875,-88.125,249.189590454102
74.0625,-88.125,249.160186767578
75.9375,-88.125,249.136611938477
77.8125,-88.125,249.10725402832
79.6875,-88.125,249.11003112793
81.5625,-88.125,249.081924438477
83.4375,-88.125,249.061218261719
85.3125,-88.125,249.072555541992
87.1875,-88.125,249.007720947266
89.0625,-88.125,248.981002807617
90.9375,-88.125,248.935745239258
92.8125,-88.125,248.951889038086
94.6875,-88.125,248.914352416992
96.5625,-88.125,248.901596069336
98.4375,-88.125,248.911880493164
100.3125,-88.125,248.884506225586
102.1875,-88.125,248.86296081543
104.0625,-88.125,248.853866577148
105.9375,-88.125,248.808166503906
107.8125,-88.125,248.818756103516
109.6875,-88.125,248.788024902344
111.5625,-88.125,248.764953613281
113.4375,-88.125,248.768951416016
115.3125,-88.125,248.744171142578
117.1875,-88.125,248.722229003906
119.0625,-88.125,248.719528198242
120.9375,-88.125,248.657211303711
122.8125,-88.125,248.637619018555
124.6875,-88.125,248.630722045898
126.5625,-88.125,248.621231079102
128.4375,-88.125,248.63606262207
130.3125,-88.125,248.621841430664
132.1875,-88.125,248.619720458984
134.0625,-88.125,248.624313354492
135.9375,-88.125,248.638275146484
137.8125,-88.125,248.649703979492
139.6875,-88.125,248.701919555664
141.5625,-88.125,248.730545043945
143.4375,-88.125,248.74690246582
145.3125,-88.125,248.782638549805
147.1875,-88.125,248.830535888672
149.0625,-88.125,248.840438842773
150.9375,-88.125,248.861724853516
152.8125,-88.125,248.932373046875
154.6875,-88.125,248.973571777344
156.5625,-88.125,249.001037597656
158.4375,-88.125,249.061492919922
160.3125,-88.125,249.08967590332
162.1875,-88.125,249.119659423828
164.0625,-88.125,249.162796020508
165.9375,-88.125,249.238311767578
167.8125,-88.125,249.32307434082
169.6875,-88.125,249.365631103516
171.5625,-88.125,249.337615966797
173.4375,-88.125,249.391830444336
175.3125,-88.125,249.361038208008
177.1875,-88.125,249.383041381836
179.0625,-88.125,249.416107177734
180.9375,-88.125,249.440444946289
182.8125,-88.125,249.450942993164
184.6875,-88.125,249.405975341797
186.5625,-88.125,249.460144042969
188.4375,-88.125,249.502182006836
190.3125,-88.125,249.525390625
192.1875,-88.125,249.503646850586
194.0625,-88.125,249.605041503906
195.9375,-88.125,249.581359863281
197.8125,-88.125,249.624160766602
199.6875,-88.125,249.665496826172
201.5625,-88.125,249.683242797852
203.4375,-88.125,249.681488037109
205.3125,-88.125,249.655731201172
207.1875,-88.125,249.652359008789
209.0625,-88.125,249.456405639648
210.9375,-88.125,249.449844360352
212.8125,-88.125,249.506683349609
214.6875,-88.125,249.516662597656
216.5625,-88.125,249.594985961914
218.4375,-88.125,249.630752563477
220.3125,-88.125,249.655181884766
222.1875,-88.125,249.698684692383
224.0625,-88.125,249.754302978516
225.9375,-88.125,249.81233215332
227.8125,-88.125,249.8857421875
229.6875,-88.125,249.924118041992
231.5625,-88.125,249.97184753418
233.4375,-88.125,250.049087524414
235.3125,-88.125,250.159927368164
237.1875,-88.125,250.226913452148
239.0625,-88.125,250.269241333008
240.9375,-88.125,250.331146240234
242.8125,-88.125,250.37353515625
244.6875,-88.125,250.444839477539
246.5625,-88.125,250.523727416992
248.4375,-88.125,250.623764038086
250.3125,-88.125,250.678939819336
252.1875,-88.125,250.786605834961
254.0625,-88.125,250.834396362305
255.9375,-88.125,250.947036743164
257.8125,-88.125,251.025192260742
259.6875,-88.125,251.148376464844
261.5625,-88.125,251.28141784668
263.4375,-88.125,251.446395874023
265.3125,-88.125,251.54704284668
267.1875,-88.125,251.6201171875
269.0625,-88.125,251.664260864258
270.9375,-88.125,251.708892822266
272.8125,-88.125,251.744689941406
274.6875,-88.125,251.802337646484
276.5625,-88.125,251.83740234375
278.4375,-88.125,251.881256103516
280.3125,-88.125,251.90022277832
282.1875,-88.125,251.965072631836
284.0625,-88.125,252.000915527344
285.9375,-88.125,251.981460571289
287.8125,-88.125,252.02082824707
289.6875,-88.125,252.027725219727
291.5625,-88.125,252.027389526367
293.4375,-88.125,252.032974243164
295.3125,-88.125,252.02848815918
297.1875,-88.125,252.037567138672
299.0625,-88.125,252.060836791992
300.9375,-88.125,252.079254150391
302.8125,-88.125,252.066757202148
304.6875,-88.125,252.061462402344
306.5625,-88.125,252.081253051758
308.4375,-88.125,252.123397827148
310.3125,-88.125,252.070083618164
312.1875,-88.125,252.032516479492
314.0625,-88.125,252.085510253906
315.9375,-88.125,252.037582397461
317.8125,-88.125,252.041412353516
319.6875,-88.125,252.008560180664
321.5625,-88.125,252.031463623047
323.4375,-88.125,252.019668579102
325.3125,-88.125,251.998123168945
327.1875,-88.125,251.998764038086
329.0625,-88.125,251.93098449707
330.9375,-88.125,251.903259277344
332.8125,-88.125,251.899566650391
334.6875,-88.125,251.859222412109
336.5625,-88.125,251.881423950195
338.4375,-88.125,251.748641967773
340.3125,-88.125,251.659759521484
342.1875,-88.125,251.56950378418
344.0625,-88.125,251.494400024414
345.9375,-88.125,251.451889038086
347.8125,-88.125,251.35319519043
349.6875,-88.125,251.325881958008
351.5625,-88.125,251.215270996094
353.4375,-88.125,251.128219604492
355.3125,-88.125,251.080474853516
357.1875,-88.125,250.946884155273
359.0625,-88.125,250.811920166016
0.9375,-86.875,252.071685791016
2.8125,-86.875,251.995956420898
4.6875,-86.875,251.912780761719
6.5625,-86.875,251.798477172852
8.4375,-86.875,251.653289794922
10.3125,-86.875,251.464172363281
12.1875,-86.875,251.377090454102
14.0625,-86.875,251.236129760742
15.9375,-86.875,251.061508178711
17.8125,-86.875,250.917678833008
19.6875,-86.875,250.80924987793
21.5625,-86.875,250.722305297852
23.4375,-86.875,250.610870361328
25.3125,-86.875,250.396255493164
27.1875,-86.875,250.370162963867
29.0625,-86.875,250.134368896484
30.9375,-86.875,250.020706176758
32.8125,-86.875,249.947174072266
34.6875,-86.875,249.835800170898
36.5625,-86.875,249.793151855469
38.4375,-86.875,249.876205444336
40.3125,-86.875,249.927536010742
42.1875,-86.875,249.94352722168
44.0625,-86.875,249.897659301758
45.9375,-86.875,249.889251708984
47.8125,-86.875,249.830429077148
49.6875,-86.875,249.724960327148
51.5625,-86.875,249.630401611328
53.4375,-86.875,249.572555541992
55.3125,-86.875,249.476760864258
57.1875,-86.875,249.348068237305
59.0625,-86.875,249.223297119141
60.9375,-86.875,249.129776000977
62.8125,-86.875,249.052307128906
64.6875,-86.875,248.9794921875
66.5625,-86.875,248.924087524414
68.4375,-86.875,248.852401733398
70.3125,-86.875,248.801040649414
72.1875,-86.875,248.770736694336
74.0625,-86.875,248.728424072266
75.9375,-86.875,248.692779541016
77.8125,-86.875,248.657424926758
79.6875,-86.875,248.610275268555
81.5625,-86.875,248.581848144531
83.4375,-86.875,248.599258422852
85.3125,-86.875,248.576202392578
87.1875,-86.875,248.549835205078
89.0625,-86.875,248.502349853516
90.9375,-86.875,248.505081176758
92.8125,-86.875,248.499908447266
94.6875,-86.875,248.49772644043
96.5625,-86.875,248.550643920898
98.4375,-86.875,248.565780639648
100.3125,-86.875,248.536560058594
102.1875,-86.875,248.510711669922
104.0625,-86.875,248.59260559082
105.9375,-86.875,248.569885253906
107.8125,-86.875,248.548324584961
109.6875,-86.875,248.59765625
111.5625,-86.875,248.622497558594
113.4375,-86.875,248.675582885742
115.3125,-86.875,248.723449707031
117.1875,-86.875,248.769149780273
119.0625,-86.875,248.826919555664
120.9375,-86.875,248.857513427734
122.8125,-86.875,248.90478515625
124.6875,-86.875,248.869323730469
126.5625,-86.875,248.832427978516
128.4375,-86.875,248.81706237793
130.3125,-86.875,248.670913696289
132.1875,-86.875,248.626037597656
134.0625,-86.875,248.619659423828
135.9375,-86.875,248.637771606445
137.8125,-86.875,248.706436157227
139.6875,-86.875,248.857330322266
141.5625,-86.875,249.011032104492
143.4375,-86.875,249.15299987793
145.3125,-86.875,249.305328369141
147.1875,-86.875,249.504257202148
149.0625,-86.875,249.636917114258
150.9375,-86.875,249.758590698242
152.8125,-86.875,249.853713989258
154.6875,-86.875,249.988571166992
156.5625,-86.875,250.081832885742
158.4375,-86.875,250.152282714844
160.3125,-86.875,250.20703125
162.1875,-86.875,250.151885986328
164.0625,-86.875,249.946914672852
165.9375,-86.875,249.493881225586
167.8125,-86.875,249.48828125
169.6875,-86.875,249.428085327148
171.5625,-86.875,249.526626586914
173.4375,-86.875,249.60368347168
175.3125,-86.875,249.774505615234
177.1875,-86.875,249.954544067383
179.0625,-86.875,250.086868286133
180.9375,-86.875,250.217498779297
182.8125,-86.875,250.614852905273
184.6875,-86.875,250.952178955078
186.5625,-86.875,251.205047607422
188.4375,-86.875,251.542327880859
190.3125,-86.875,251.863708496094
192.1875,-86.875,252.142776489258
194.0625,-86.875,252.252395629883
195.9375,-86.875,252.562698364258
197.8125,-86.875,253.020538330078
199.6875,-86.875,253.446350097656
201.5625,-86.875,253.911849975586
203.4375,-86.875,254.018157958984
205.3125,-86.875,253.983016967773
207.1875,-86.875,254.015106201172
209.0625,-86.875,254.155822753906
210.9375,-86.875,254.39909362793
212.8125,-86.875,254.482849121094
214.6875,-86.875,254.596282958984
216.5625,-86.875,254.663604736328
218.4375,-86.875,254.583724975586
220.3125,-86.875,254.42170715332
222.1875,-86.875,254.252059936523
224.0625,-86.875,254.031051635742
225.9375,-86.875,253.848709106445
227.8125,-86.875,253.694198608398
229.6875,-86.875,253.525131225586
231.5625,-86.875,253.427947998047
233.4375,-86.875,253.351821899414
235.3125,-86.875,253.096832275391
237.1875,-86.875,252.938766479492
239.0625,-86.875,252.945220947266
240.9375,-86.875,252.850067138672
242.8125,-86.875,252.885162353516
244.6875,-86.875,252.924026489258
246.5625,-86.875,252.996490478516
248.4375,-86.875,252.916290283203
250.3125,-86.875,252.91764831543
252.1875,-86.875,252.900955200195
254.0625,-86.875,252.889709472656
255.9375,-86.875,252.839828491211
257.8125,-86.875,252.765655517578
259.6875,-86.875,252.940185546875
261.5625,-86.875,253.209381103516
263.4375,-86.875,253.44677734375
265.3125,-86.875,253.494567871094
267.1875,-86.875,253.734283447266
269.0625,-86.875,253.912734985352
270.9375,-86.875,254.115493774414
272.8125,-86.875,254.31396484375
274.6875,-86.875,254.44059753418
276.5625,-86.875,254.540084838867
278.4375,-86.875,254.606506347656
280.3125,-86.875,254.676483154297
282.1875,-86.875,254.736099243164
284.0625,-86.875,254.793975830078
285.9375,-86.875,254.828582763672
287.8125,-86.875,254.879333496094
289.6875,-86.875,254.894927978516
291.5625,-86.875,254.858367919922
293.4375,-86.875,254.84944152832
295.3125,-86.875,254.822235107422
297.1875,-86.875,254.803741455078
299.0625,-86.875,254.716445922852
300.9375,-86.875,254.674377441406
302.8125,-86.875,254.636032104492
304.6875,-86.875,254.589004516602
306.5625,-86.875,254.575485229492
308.4375,-86.875,254.521347045898
310.3125,-86.875,254.454620361328
312.1875,-86.875,254.355407714844
314.0625,-86.875,254.290084838867
315.9375,-86.875,254.244079589844
317.8125,-86.875,254.149322509766
319.6875,-86.875,254.047149658203
321.5625,-86.875,253.94938659668
323.4375,-86.875,253.862014770508
325.3125,-86.875,253.776077270508
327.1875,-86.875,253.674224853516
329.0625,-86.875,253.556869506836
330.9375,-86.875,253.458755493164
332.8125,-86.875,253.3505859375
334.6875,-86.875,253.353485107422
336.5625,-86.875,253.22265625
338.4375,-86.875,253.12223815918
340.3125,-86.875,253.018356323242
342.1875,-86.875,252.969818115234
344.0625,-86.875,252.976119995117
345.9375,-86.875,252.9375
347.8125,-86.875,252.886322021484
349.6875,-86.875,252.825393676758
351.5625,-86.875,252.782424926758
353.4375,-86.875,252.636810302734
355.3125,-86.875,252.441177368164
357.1875,-86.875,252.324493408203
359.0625,-86.875,252.224609375
0.9375,-85.625,252.705215454102
2.8125,-85.625,252.567169189453
4.6875,-85.625,252.467025756836
6.5625,-85.625,252.365859985352
8.4375,-85.625,252.223861694336
10.3125,-85.625,252.135482788086
12.1875,-85.625,252.100326538086
14.0625,-85.625,252.00390625
15.9375,-85.625,251.848220825195
17.8125,-85.625,251.68701171875
19.6875,-85.625,251.537414550781
21.5625,-85.625,251.326568603516
23.4375,-85.625,251.161651611328
25.3125,-85.625,250.951156616211
27.1875,-85.625,250.851043701172
29.0625,-85.625,250.699676513672
30.9375,-85.625,250.602783203125
32.8125,-85.625,250.516708374023
34.6875,-85.625,250.52946472168
36.5625,-85.625,250.452224731445
38.4375,-85.625,250.26203918457
40.3125,-85.625,250.052642822266
42.1875,-85.625,249.827056884766
44.0625,-85.625,249.62467956543
45.9375,-85.625,249.405700683594
47.8125,-85.625,249.204254150391
49.6875,-85.625,249.017440795898
51.5625,-85.625,248.869415283203
53.4375,-85.625,248.728164672852
55.3125,-85.625,248.59797668457
57.1875,-85.625,248.469421386719
59.0625,-85.625,248.395935058594
60.9375,-85.625,248.402633666992
62.8125,-85.625,248.258544921875
64.6875,-85.625,248.214065551758
66.5625,-85.625,248.191696166992
68.4375,-85.625,248.18359375
70.3125,-85.625,248.15983581543
72.1875,-85.625,248.149932861328
74.0625,-85.625,248.136184692383
75.9375,-85.625,248.085876464844
77.8125,-85.625,248.136169433594
79.6875,-85.625,248.121643066406
81.5625,-85.625,248.150283813477
83.4375,-85.625,248.184066772461
85.3125,-85.625,248.241073608398
87.1875,-85.625,248.30989074707
89.0625,-85.625,248.391174316406
90.9375,-85.625,248.48127746582
92.8125,-85.625,248.535873413086
94.6875,-85.625,248.620666503906
96.5625,-85.625,248.678939819336
98.4375,-85.625,248.772979736328
100.3125,-85.625,248.797088623047
102.1875,-85.625,248.841659545898
104.0625,-85.625,248.871170043945
105.9375,-85.625,249.03694152832
107.8125,-85.625,249.153045654297
109.6875,-85.625,249.279266357422
111.5625,-85.625,249.407196044922
113.4375,-85.625,249.518218994141
115.3125,-85.625,249.636642456055
117.1875,-85.625,249.749206542969
119.0625,-85.625,249.7900390625
120.9375,-85.625,249.809478759766
122.8125,-85.625,249.757461547852
124.6875,-85.625,249.751693725586
126.5625,-85.625,249.71614074707
128.4375,-85.625,249.887786865234
130.3125,-85.625,249.945831298828
132.1875,-85.625,250.066986083984
134.0625,-85.625,250.228713989258
135.9375,-85.625,250.445938110352
137.8125,-85.625,250.633087158203
139.6875,-85.625,250.91667175293
141.5625,-85.625,251.09748840332
143.4375,-85.625,251.298553466797
145.3125,-85.625,251.498474121094
147.1875,-85.625,251.656280517578
149.0625,-85.625,251.69563293457
150.9375,-85.625,251.629455566406
152.8125,-85.625,251.455856323242
154.6875,-85.625,251.186950683594
156.5625,-85.625,251.263610839844
158.4375,-85.625,251.448089599609
160.3125,-85.625,251.584915161133
162.1875,-85.625,251.861877441406
164.0625,-85.625,252.254974365234
165.9375,-85.625,252.790267944336
167.8125,-85.625,252.9072265625
169.6875,-85.625,253.312362670898
171.5625,-85.625,253.84049987793
173.4375,-85.625,254.620346069336
175.3125,-85.625,255.457260131836
177.1875,-85.625,256.304504394531
179.0625,-85.625,256.995727539062
180.9375,-85.625,257.489349365234
182.8125,-85.625,258.007537841797
184.6875,-85.625,258.757354736328
186.5625,-85.625,259.696136474609
188.4375,-85.625,260.475280761719
190.3125,-85.625,260.939697265625
192.1875,-85.625,261.391296386719
194.0625,-85.625,261.438415527344
195.9375,-85.625,261.604309082031
197.8125,-85.625,261.689239501953
199.6875,-85.625,261.882293701172
201.5625,-85.625,262.286651611328
203.4375,-85.625,263.283813476562
205.3125,-85.625,262.353240966797
207.1875,-85.625,262.266174316406
209.0625,-85.625,262.366485595703
210.9375,-85.625,262.809295654297
212.8125,-85.625,263.046478271484
214.6875,-85.625,262.819274902344
216.5625,-85.625,262.287261962891
218.4375,-85.625,262.066314697266
220.3125,-85.625,261.81396484375
222.1875,-85.625,261.364990234375
224.0625,-85.625,260.960296630859
225.9375,-85.625,260.669342041016
227.8125,-85.625,260.154022216797
229.6875,-85.625,259.819885253906
231.5625,-85.625,259.344451904297
233.4375,-85.625,258.891723632812
235.3125,-85.625,258.317504882812
237.1875,-85.625,257.693023681641
239.0625,-85.625,257.029907226562
240.9375,-85.625,256.521057128906
242.8125,-85.625,256.054962158203
244.6875,-85.625,255.64973449707
246.5625,-85.625,255.322799682617
248.4375,-85.625,255.040267944336
250.3125,-85.625,254.879623413086
252.1875,-85.625,254.717315673828
254.0625,-85.625,254.612594604492
255.9375,-85.625,254.458587646484
257.8125,-85.625,254.34260559082
259.6875,-85.625,254.392913818359
261.5625,-85.625,254.648498535156
263.4375,-85.625,254.925552368164
265.3125,-85.625,255.192199707031
267.1875,-85.625,255.514175415039
269.0625,-85.625,255.682144165039
270.9375,-85.625,255.867614746094
272.8125,-85.625,256.132995605469
274.6875,-85.625,256.49169921875
276.5625,-85.625,256.817565917969
278.4375,-85.625,257.186859130859
280.3125,-85.625,257.439514160156
282.1875,-85.625,257.593872070312
284.0625,-85.625,257.682342529297
285.9375,-85.625,257.949981689453
287.8125,-85.625,258.265533447266
289.6875,-85.625,258.431213378906
291.5625,-85.625,258.578521728516
293.4375,-85.625,258.762634277344
295.3125,-85.625,258.840179443359
297.1875,-85.625,258.846282958984
299.0625,-85.625,258.824462890625
300.9375,-85.625,258.733215332031
302.8125,-85.625,258.604125976562
304.6875,-85.625,258.4208984375
306.5625,-85.625,258.254974365234
308.4375,-85.625,258.041595458984
310.3125,-85.625,257.812133789062
312.1875,-85.625,257.567718505859
314.0625,-85.625,257.277404785156
315.9375,-85.625,257.057800292969
317.8125,-85.625,256.819000244141
319.6875,-85.625,256.636169433594
321.5625,-85.625,256.439910888672
323.4375,-85.625,256.275848388672
325.3125,-85.625,256.115112304688
327.1875,-85.625,255.9140625
329.0625,-85.625,255.655364990234
330.9375,-85.625,255.46875
332.8125,-85.625,255.278030395508
334.6875,-85.625,255.127212524414
336.5625,-85.625,254.991363525391
338.4375,-85.625,254.813705444336
340.3125,-85.625,254.566345214844
342.1875,-85.625,254.391067504883
344.0625,-85.625,254.107681274414
345.9375,-85.625,253.935775756836
347.8125,-85.625,253.756164550781
349.6875,-85.625,253.68017578125
351.5625,-85.625,253.542877197266
353.4375,-85.625,253.1748046875
355.3125,-85.625,253.036849975586
357.1875,-85.625,252.882751464844
359.0625,-85.625,252.775085449219
0.9375,-84.375,253.639495849609
2.8125,-84.375,253.544403076172
4.6875,-84.375,253.479263305664
6.5625,-84.375,253.551284790039
8.4375,-84.375,253.496185302734
10.3125,-84.375,253.396392822266
12.1875,-84.375,253.20524597168
14.0625,-84.375,253.02848815918
15.9375,-84.375,252.859268188477
17.8125,-84.375,252.686920166016
19.6875,-84.375,252.589904785156
21.5625,-84.375,252.42578125
23.4375,-84.375,252.179290771484
25.3125,-84.375,251.994369506836
27.1875,-84.375,251.749420166016
29.0625,-84.375,251.526077270508
30.9375,-84.375,251.296340942383
32.8125,-84.375,251.129867553711
34.6875,-84.375,251.004913330078
36.5625,-84.375,250.655410766602
38.4375,-84.375,250.298599243164
40.3125,-84.375,249.941116333008
42.1875,-84.375,249.556915283203
44.0625,-84.375,249.190139770508
45.9375,-84.375,248.849899291992
47.8125,-84.375,248.520858764648
49.6875,-84.375,248.239456176758
51.5625,-84.375,247.973495483398
53.4375,-84.375,247.740463256836
55.3125,-84.375,247.584762573242
57.1875,-84.375,247.406158447266
59.0625,-84.375,247.317932128906
60.9375,-84.375,247.23127746582
62.8125,-84.375,247.146835327148
64.6875,-84.375,247.044921875
66.5625,-84.375,246.997802734375
68.4375,-84.375,246.942687988281
70.3125,-84.375,246.99739074707
72.1875,-84.375,246.991394042969
74.0625,-84.375,247.086273193359
75.9375,-84.375,247.170654296875
77.8125,-84.375,247.290237426758
79.6875,-84.375,247.374099731445
81.5625,-84.375,247.411224365234
83.4375,-84.375,247.558319091797
85.3125,-84.375,247.696060180664
87.1875,-84.375,247.85530090332
89.0625,-84.375,247.97428894043
90.9375,-84.375,248.098770141602
92.8125,-84.375,248.274307250977
94.6875,-84.375,248.452087402344
96.5625,-84.375,248.685897827148
98.4375,-84.375,248.848648071289
100.3125,-84.375,249.019195556641
